comparison	ID	cosmid_id	gene	AveExpr	t	P_Value	adj_P_Val	B	FC
L2-intestine_up_vs_L2-reference	WBGene00020472	T13B5.5	lips-11	7.41	4.52	0	0	2.32	2.76
L2-intestine_up_vs_L2-reference	WBGene00045245	F09A5.9	ttr-34	8.34	4.5	0	0	2.26	2.85
L2-intestine_up_vs_L2-reference	WBGene00016061	C24G6.6	C24G6.6	9.27	4.5	0	0	2.25	2.42
L2-intestine_up_vs_L2-reference	WBGene00014001	ZK593.1	ZK593.1	9.39	4.5	0	0	2.25	2.29
L2-intestine_up_vs_L2-reference	WBGene00013080	Y51A2D.13	Y51A2D.13	8.61	4.49	0	0	2.23	2.31
L2-intestine_up_vs_L2-reference	WBGene00013643	Y105C5A.24	Y105C5A.24	8.69	4.49	0	0	2.22	2.63
L2-intestine_up_vs_L2-reference	WBGene00017023	D1022.4	D1022.4	9.9	4.48	0	0	2.2	2.87
L2-intestine_up_vs_L2-reference	WBGene00009488	F36G9.12	F36G9.12	8.11	4.48	0	0	2.2	2.26
L2-intestine_up_vs_L2-reference	WBGene00017322	F09G8.8	clec-160	8.49	4.47	0	0	2.15	2.38
L2-intestine_up_vs_L2-reference	WBGene00010780	K11H3.3	K11H3.3	10.54	4.46	0	0	2.13	2.52
L2-intestine_up_vs_L2-reference	WBGene00021852	Y54F10AM.8	Y54F10AM.8	9.07	4.46	0	0	2.13	2.52
L2-intestine_up_vs_L2-reference	WBGene00009903	F49E12.10	F49E12.10	7.6	4.46	0	0	2.13	2.58
L2-intestine_up_vs_L2-reference	WBGene00021160	Y4C6B.6	Y4C6B.6	8.22	4.46	0	0	2.13	2.64
L2-intestine_up_vs_L2-reference	WBGene00001775	Y53F4B.30	gst-27	8.88	4.46	0	0	2.12	2.8
L2-intestine_up_vs_L2-reference	WBGene00021339	Y34F4.4	Y34F4.4	8.08	4.45	0	0	2.09	3.15
L2-intestine_up_vs_L2-reference	WBGene00019649	K11D12.9	K11D12.9	8.8	4.45	0	0	2.08	2.6
L2-intestine_up_vs_L2-reference	WBGene00007650	C17G1.3	ugt-23	9.31	4.44	0	0	2.07	2.51
L2-intestine_up_vs_L2-reference	WBGene00008068	C43D7.5	sdz-6	8.3	4.44	0	0	2.06	3.16
L2-intestine_up_vs_L2-reference	WBGene00004059	C44B7.9	pmp-2	8.38	4.44	0	0	2.06	2.14
L2-intestine_up_vs_L2-reference	WBGene00019986	R09F10.1	R09F10.1	9.29	4.44	0	0	2.05	2.35
L2-intestine_up_vs_L2-reference	WBGene00002269	Y55B1AR.1	lec-6	10.67	4.43	0	0	2.04	2.63
L2-intestine_up_vs_L2-reference	WBGene00019547	K09C4.1	K09C4.1	7.69	4.43	0	0	2.03	2.76
L2-intestine_up_vs_L2-reference	WBGene00009495	F36H1.10	F36H1.10	8.63	4.43	0	0	2.03	2.67
L2-intestine_up_vs_L2-reference	WBGene00017398	F12B6.2	F12B6.2	8.72	4.43	0	0	2.03	2.27
L2-intestine_up_vs_L2-reference	WBGene00001755	F11G11.2	gst-7	11.21	4.43	0	0	2.01	2.97
L2-intestine_up_vs_L2-reference	WBGene00008560	F07H5.9	F07H5.9	8.3	4.41	0	0	1.96	2.19
L2-intestine_up_vs_L2-reference	WBGene00022486	Y119D3B.8	fbxa-61	8.63	4.41	0	0	1.96	3.02
L2-intestine_up_vs_L2-reference	WBGene00018353	F42G2.4	fbxa-182	7.85	4.41	0	0	1.95	2.43
L2-intestine_up_vs_L2-reference	WBGene00021772	Y51H7BM.1	math-45	7.53	4.41	0	0	1.95	2.05
L2-intestine_up_vs_L2-reference	WBGene00008548	F07A11.5	F07A11.5	9.23	4.41	0	0	1.94	2.25
L2-intestine_up_vs_L2-reference	WBGene00007609	C15C8.7	C15C8.7	9.81	4.4	0	0	1.93	2.67
L2-intestine_up_vs_L2-reference	WBGene00001396	T13F2.1	fat-4	10.36	4.4	0	0	1.92	2.51
L2-intestine_up_vs_L2-reference	WBGene00004991	T08A9.10	spp-6	8.38	4.39	0	0	1.9	4
L2-intestine_up_vs_L2-reference	WBGene00017092	E02C12.6	E02C12.6	7.73	4.39	0	0	1.89	2.47
L2-intestine_up_vs_L2-reference	WBGene00000235	B0464.7	baf-1	12.02	4.39	0	0	1.87	2.04
L2-intestine_up_vs_L2-reference	WBGene00016174	C27H5.4	C27H5.4	7.64	4.38	0	0	1.87	2.24
L2-intestine_up_vs_L2-reference	WBGene00017448	F14B8.6	F14B8.6	9.9	4.38	0	0	1.87	2.38
L2-intestine_up_vs_L2-reference	WBGene00011222	R10H10.3	R10H10.3	9.04	4.38	0	0	1.85	2.26
L2-intestine_up_vs_L2-reference	WBGene00001819	ZK484.2	haf-9	9.09	4.37	0	0	1.83	2.24
L2-intestine_up_vs_L2-reference	WBGene00016314	C32D5.6	C32D5.6	8.45	4.37	0	0	1.82	2.13
L2-intestine_up_vs_L2-reference	WBGene00004981	Y66H1B.4	spl-1	9.27	4.36	0	0	1.79	2.09
L2-intestine_up_vs_L2-reference	WBGene00011684	T10B10.8	T10B10.8	9.01	4.35	0	0	1.77	2.78
L2-intestine_up_vs_L2-reference	WBGene00008462	E02H4.4	E02H4.4	7.77	4.35	0	0	1.77	2.03
L2-intestine_up_vs_L2-reference	WBGene00044672	F42G2.8	fbxa-4	7.53	4.35	0	0	1.76	2.41
L2-intestine_up_vs_L2-reference	WBGene00016874	C52B11.5	C52B11.5	8.95	4.35	0	0	1.75	2.33
L2-intestine_up_vs_L2-reference	WBGene00017996	F33D4.4	F33D4.4	8.96	4.35	0	0	1.74	2.02
L2-intestine_up_vs_L2-reference	WBGene00012932	Y47D3A.21	Y47D3A.21	9.66	4.35	0	0	1.74	2.51
L2-intestine_up_vs_L2-reference	WBGene00001754	F11G11.3	gst-6	9.05	4.34	0	0	1.74	3.18
L2-intestine_up_vs_L2-reference	WBGene00022411	Y102A11A.1	Y102A11A.1	8.03	4.34	0	0	1.74	2.51
L2-intestine_up_vs_L2-reference	WBGene00019763	M03F8.4	M03F8.4	7.77	4.34	0	0	1.73	2.49
L2-intestine_up_vs_L2-reference	WBGene00017635	F20D6.5	F20D6.5	7.99	4.34	0	0	1.73	2.46
L2-intestine_up_vs_L2-reference	WBGene00020850	T27B7.3	nhr-226	8.17	4.34	0	0	1.73	2.16
L2-intestine_up_vs_L2-reference	WBGene00013364	Y60A3A.16	Y60A3A.16	7.9	4.34	0	0	1.73	2.61
L2-intestine_up_vs_L2-reference	WBGene00000179	ZK525.2	aqp-11	9.23	4.33	0	0	1.69	2.26
L2-intestine_up_vs_L2-reference	WBGene00001629	Y116F11B.12	gly-4	9.47	4.33	0	0	1.68	2.06
L2-intestine_up_vs_L2-reference	WBGene00019270	H41C03.3	H41C03.3	8.02	4.33	0	0	1.67	2.15
L2-intestine_up_vs_L2-reference	WBGene00022592	ZC328.2	ZC328.2	9.08	4.32	0	0	1.67	2.22
L2-intestine_up_vs_L2-reference	WBGene00016023	C23H5.1	C23H5.1	8.63	4.32	0	0	1.66	2.3
L2-intestine_up_vs_L2-reference	WBGene00016664	C45E5.1	C45E5.1	8.17	4.32	0	0	1.64	2.15
L2-intestine_up_vs_L2-reference	WBGene00015574	C07G3.2	C07G3.2	9.57	4.32	0	0	1.64	3.88
L2-intestine_up_vs_L2-reference	WBGene00000785	W07B8.5	cpr-5	9.71	4.31	0	0	1.62	2.36
L2-intestine_up_vs_L2-reference	WBGene00008596	F08H9.8	clec-54	7.6	4.31	0	0	1.62	2.11
L2-intestine_up_vs_L2-reference	WBGene00020393	T10B5.7	T10B5.7	9.92	4.31	0	0	1.61	2.54
L2-intestine_up_vs_L2-reference	WBGene00015716	C12D12.5	C12D12.5	9.21	4.3	0	0	1.6	2.67
L2-intestine_up_vs_L2-reference	WBGene00007728	C25F9.9	C25F9.9	8.77	4.3	0	0	1.58	3.52
L2-intestine_up_vs_L2-reference	WBGene00015220	B0507.3	B0507.3	8.67	4.29	0	0	1.56	2.3
L2-intestine_up_vs_L2-reference	WBGene00009169	F26F2.4	F26F2.4	8.07	4.29	0	0	1.54	4.26
L2-intestine_up_vs_L2-reference	WBGene00018634	F49E7.2	F49E7.2	9.39	4.28	0	0	1.52	3.08
L2-intestine_up_vs_L2-reference	WBGene00011213	R10E8.8	R10E8.8	7.39	4.28	0	0	1.51	2.35
L2-intestine_up_vs_L2-reference	WBGene00018422	F44E2.9	F44E2.9	10.15	4.27	0	0	1.5	2.76
L2-intestine_up_vs_L2-reference	WBGene00007070	AC3.2	ugt-49	8.3	4.27	0	0	1.49	2.09
L2-intestine_up_vs_L2-reference	WBGene00018904	F55G1.9	F55G1.9	9.21	4.27	0	0	1.48	2.43
L2-intestine_up_vs_L2-reference	WBGene00009523	F38A1.10	clec-165	8.23	4.27	0	0	1.48	2.19
L2-intestine_up_vs_L2-reference	WBGene00016728	C46H11.2	C46H11.2	8.96	4.26	0	0	1.47	2.57
L2-intestine_up_vs_L2-reference	WBGene00019914	R06B10.3	clec-150	9.87	4.26	0	0	1.46	2.54
L2-intestine_up_vs_L2-reference	WBGene00009480	F36F2.7	F36F2.7	7.28	4.26	0	0	1.45	2.03
L2-intestine_up_vs_L2-reference	WBGene00015050	B0218.6	clec-51	7.8	4.26	0	0	1.44	2.56
L2-intestine_up_vs_L2-reference	WBGene00045365	ZC449.7	ZC449.7	7.98	4.25	0	0	1.44	2.29
L2-intestine_up_vs_L2-reference	WBGene00012013	T25B9.7	ugt-54	7.89	4.25	0	0	1.43	2.17
L2-intestine_up_vs_L2-reference	WBGene00013755	Y113G7B.3	fbxa-115	8.49	4.25	0	0	1.42	3.3
L2-intestine_up_vs_L2-reference	WBGene00007336	C05C12.4	C05C12.4	9.3	4.24	0	0	1.39	2.64
L2-intestine_up_vs_L2-reference	WBGene00014000	ZK550.6	ZK550.6	9.48	4.24	0	0	1.38	2.55
L2-intestine_up_vs_L2-reference	WBGene00011083	R07B1.12	glo-1	9.09	4.24	0	0	1.38	3
L2-intestine_up_vs_L2-reference	WBGene00000139	F25C8.2	amx-3	7.52	4.23	0	0	1.36	2.14
L2-intestine_up_vs_L2-reference	WBGene00012494	Y22F5A.1	nhr-232	8.67	4.22	0	0	1.34	3.24
L2-intestine_up_vs_L2-reference	WBGene00009706	F44G3.2	F44G3.2	8.55	4.22	0	0	1.31	2.69
L2-intestine_up_vs_L2-reference	WBGene00020197	T03G11.4	T03G11.4	9.47	4.22	0	0	1.31	2.01
L2-intestine_up_vs_L2-reference	WBGene00020455	T12B5.8	fbxa-59	9.32	4.21	0	0	1.3	3.44
L2-intestine_up_vs_L2-reference	WBGene00014135	ZK896.4	ZK896.4	8.16	4.21	0	0	1.29	2.06
L2-intestine_up_vs_L2-reference	WBGene00019058	F58F9.4	F58F9.4	7.76	4.21	0	0	1.28	2.19
L2-intestine_up_vs_L2-reference	WBGene00017417	F13B6.2	F13B6.2	7.08	4.21	0	0	1.28	2.02
L2-intestine_up_vs_L2-reference	WBGene00009642	F42G4.5	F42G4.5	8.94	4.21	0	0	1.28	2.2
L2-intestine_up_vs_L2-reference	WBGene00011291	R102.4	R102.4	9.69	4.21	0	0	1.28	2.31
L2-intestine_up_vs_L2-reference	WBGene00010100	F55C9.3	F55C9.3	8.72	4.2	0	0	1.26	3.09
L2-intestine_up_vs_L2-reference	WBGene00007440	C08E8.4	C08E8.4	10.09	4.2	0	0	1.26	2.81
L2-intestine_up_vs_L2-reference	WBGene00007619	C15H11.11	C15H11.11	8.71	4.2	0	0	1.26	2.51
L2-intestine_up_vs_L2-reference	WBGene00011366	T02C1.2	T02C1.2	8.22	4.2	0	0	1.26	2.03
L2-intestine_up_vs_L2-reference	WBGene00017889	F28B3.10	F28B3.10	10.11	4.2	0	0	1.26	2.27
L2-intestine_up_vs_L2-reference	WBGene00044396	ZK1290.14	ZK1290.14	9.25	4.2	0	0	1.26	2.99
L2-intestine_up_vs_L2-reference	WBGene00018241	F40G9.5	F40G9.5	9.12	4.2	0	0	1.25	2.97
L2-intestine_up_vs_L2-reference	WBGene00021869	Y54G2A.3	Y54G2A.3	8.81	4.2	0	0	1.25	2.78
L2-intestine_up_vs_L2-reference	WBGene00004989	T08A9.8	spp-4	9.48	4.19	0	0	1.24	2.69
L2-intestine_up_vs_L2-reference	WBGene00044382	Y14H12A.2	Y14H12A.2	8.22	4.18	0	0	1.19	2.92
L2-intestine_up_vs_L2-reference	WBGene00000787	C41D11.8	cps-6	10.19	4.18	0	0	1.18	2.33
L2-intestine_up_vs_L2-reference	WBGene00010656	K08D8.2	K08D8.2	7.17	4.17	0	0	1.16	2.31
L2-intestine_up_vs_L2-reference	WBGene00077593	C49G7.12	C49G7.12	9.97	4.16	0	0	1.14	3.99
L2-intestine_up_vs_L2-reference	WBGene00008296	C54D10.1	cdr-2	8.74	4.16	0	0	1.13	3
L2-intestine_up_vs_L2-reference	WBGene00009796	F46G10.1	F46G10.1	10.2	4.16	0	0	1.13	2.46
L2-intestine_up_vs_L2-reference	WBGene00018475	F45E12.5	F45E12.5	10.31	4.16	0	0	1.13	2.88
L2-intestine_up_vs_L2-reference	WBGene00017361	F10E9.12	F10E9.12	7.88	4.15	0	0	1.09	2.66
L2-intestine_up_vs_L2-reference	WBGene00019607	K10B2.4	K10B2.4	10.42	4.14	0	0	1.07	2.55
L2-intestine_up_vs_L2-reference	WBGene00015122	B0302.5	B0302.5	9.52	4.14	0	0	1.07	2.13
L2-intestine_up_vs_L2-reference	WBGene00007153	B0365.6	clec-41	9.09	4.14	0	0	1.07	2.49
L2-intestine_up_vs_L2-reference	WBGene00011190	R10D12.9	R10D12.9	9.23	4.14	0	0	1.05	3.19
L2-intestine_up_vs_L2-reference	WBGene00018643	F49F1.1	F49F1.1	9.14	4.14	0	0	1.05	3.55
L2-intestine_up_vs_L2-reference	WBGene00011335	T01E8.8	T01E8.8	8.68	4.14	0	0	1.05	2.64
L2-intestine_up_vs_L2-reference	WBGene00044977	F56C4.4	F56C4.4	9.21	4.13	0	0	1.03	3.46
L2-intestine_up_vs_L2-reference	WBGene00009895	F49E11.10	scl-2	9.76	4.13	0	0	1.03	2.8
L2-intestine_up_vs_L2-reference	WBGene00044644	B0205.13	B0205.13	10.05	4.13	0	0	1.03	2.62
L2-intestine_up_vs_L2-reference	WBGene00004789	W10G6.2	sgk-1	9.35	4.13	0	0	1.02	2.16
L2-intestine_up_vs_L2-reference	WBGene00019105	F59D6.3	F59D6.3	8.08	4.12	0	0	1.01	2.02
L2-intestine_up_vs_L2-reference	WBGene00007724	C25F9.4	C25F9.4	8.2	4.12	0	0	1.01	2.33
L2-intestine_up_vs_L2-reference	WBGene00011979	T24B8.5	T24B8.5	9.28	4.12	0	0	1	4.3
L2-intestine_up_vs_L2-reference	WBGene00022642	ZK6.7	ZK6.7	9.83	4.12	0	0	0.98	2.4
L2-intestine_up_vs_L2-reference	WBGene00011844	T19C9.8	T19C9.8	8.78	4.11	0	0	0.97	2.61
L2-intestine_up_vs_L2-reference	WBGene00003828	C07B5.5	nuc-1	10.04	4.11	0	0	0.97	3.18
L2-intestine_up_vs_L2-reference	WBGene00000991	M03A8.1	dhs-28	10.22	4.11	0	0	0.97	2.27
L2-intestine_up_vs_L2-reference	WBGene00015382	C03B1.14	C03B1.14	8.17	4.11	0	0	0.97	2.05
L2-intestine_up_vs_L2-reference	WBGene00018240	F40G9.2	F40G9.2	10.25	4.11	0	0	0.97	2.38
L2-intestine_up_vs_L2-reference	WBGene00012081	T27C5.8	T27C5.8	7.43	4.11	0	0	0.96	2.55
L2-intestine_up_vs_L2-reference	WBGene00018351	F42G2.2	F42G2.2	8.46	4.11	0	0	0.96	2.48
L2-intestine_up_vs_L2-reference	WBGene00004987	T08A9.12	spp-2	9.55	4.11	0	0	0.95	2.55
L2-intestine_up_vs_L2-reference	WBGene00003079	F28F8.3	lsm-5	10.68	4.11	0	0	0.95	2.35
L2-intestine_up_vs_L2-reference	WBGene00011445	T04F8.7	T04F8.7	8.92	4.1	0	0	0.94	2.96
L2-intestine_up_vs_L2-reference	WBGene00022573	ZC239.15	ZC239.15	7.49	4.1	0	0	0.93	2.51
L2-intestine_up_vs_L2-reference	WBGene00020456	T12B5.10	fbxa-60	8.79	4.1	0	0	0.92	3.29
L2-intestine_up_vs_L2-reference	WBGene00001465	F02D10.5	flr-1	8.31	4.09	0	0	0.91	2.03
L2-intestine_up_vs_L2-reference	WBGene00018971	F56D6.2	clec-67	8.94	4.09	0	0	0.89	2.43
L2-intestine_up_vs_L2-reference	WBGene00020360	T08E11.4	math-41	9.39	4.09	0	0	0.89	2.07
L2-intestine_up_vs_L2-reference	WBGene00016939	C55B6.1	C55B6.1	8.5	4.08	0	0	0.88	2.36
L2-intestine_up_vs_L2-reference	WBGene00077690	T13C5.8	T13C5.8	9.47	4.08	0	0	0.87	2.56
L2-intestine_up_vs_L2-reference	WBGene00017169	F01F1.15	F01F1.15	9.42	4.08	0	0	0.87	2.18
L2-intestine_up_vs_L2-reference	WBGene00001243	F41H10.7	elo-5	8.99	4.08	0	0	0.86	2.63
L2-intestine_up_vs_L2-reference	WBGene00044792	F59C6.14	F59C6.14	9.56	4.07	0	0	0.84	2.82
L2-intestine_up_vs_L2-reference	WBGene00006404	C31C9.1	tag-10	9.46	4.07	0	0	0.82	2.31
L2-intestine_up_vs_L2-reference	WBGene00008849	F15B9.5	try-10	8.38	4.06	0	0	0.81	2.36
L2-intestine_up_vs_L2-reference	WBGene00018035	F35C8.2	F35C8.2	8.1	4.06	0	0	0.8	2.7
L2-intestine_up_vs_L2-reference	WBGene00019779	M60.2	M60.2	9.76	4.06	0	0	0.8	2.27
L2-intestine_up_vs_L2-reference	WBGene00021352	Y37E3.11	Y37E3.11	10.07	4.06	0	0	0.8	2.03
L2-intestine_up_vs_L2-reference	WBGene00023489	F42A10.9	F42A10.9	9.12	4.05	0	0	0.76	2.46
L2-intestine_up_vs_L2-reference	WBGene00022188	Y71H2AR.1	Y71H2AR.1	11.85	4.05	0	0	0.76	2.04
L2-intestine_up_vs_L2-reference	WBGene00017364	F10G2.3	clec-7	7.8	4.04	0	0	0.74	2.4
L2-intestine_up_vs_L2-reference	WBGene00008477	E03H4.10	clec-17	9.66	4.04	0	0	0.73	3.15
L2-intestine_up_vs_L2-reference	WBGene00003845	B0280.4	odd-1	7.66	4.04	0	0	0.73	2.08
L2-intestine_up_vs_L2-reference	WBGene00008830	F14H3.11	nhr-176	7.66	4.03	0	0	0.71	2.1
L2-intestine_up_vs_L2-reference	WBGene00020457	T12B5.11	fbxa-67	9.01	4.03	0	0	0.71	2.44
L2-intestine_up_vs_L2-reference	WBGene00017041	D2007.1	D2007.1	10.55	4.03	0	0	0.71	2.55
L2-intestine_up_vs_L2-reference	WBGene00017969	F32A5.3	F32A5.3	9.03	4.03	0	0	0.7	2.25
L2-intestine_up_vs_L2-reference	WBGene00045252	Y62H9A.15	Y62H9A.15	7.95	4.03	0	0	0.7	2.67
L2-intestine_up_vs_L2-reference	WBGene00016164	C27D9.2	C27D9.2	8.14	4.02	0	0	0.68	4.06
L2-intestine_up_vs_L2-reference	WBGene00015828	C16C4.4	math-14	8.23	4.02	0	0	0.68	2.63
L2-intestine_up_vs_L2-reference	WBGene00010471	K01D12.12	cdr-6	10.19	4.02	0	0	0.68	2.07
L2-intestine_up_vs_L2-reference	WBGene00001761	T26C5.1	gst-13	9.22	4.01	0	0	0.63	2.44
L2-intestine_up_vs_L2-reference	WBGene00012834	Y43F8C.13	Y43F8C.13	9.06	4.01	0	0	0.63	2.77
L2-intestine_up_vs_L2-reference	WBGene00012144	T28H10.3	T28H10.3	10.21	4.01	0	0	0.63	2.07
L2-intestine_up_vs_L2-reference	WBGene00011423	T04B2.5	T04B2.5	10.73	4	0	0	0.62	2.19
L2-intestine_up_vs_L2-reference	WBGene00044291	C25F9.10	C25F9.10	7.31	4	0	0	0.61	2.61
L2-intestine_up_vs_L2-reference	WBGene00044757	Y55F3BR.11	Y55F3BR.11	8.99	4	0	0	0.6	2.21
L2-intestine_up_vs_L2-reference	WBGene00018069	F35H10.3	F35H10.3	8.4	4	0	0	0.6	2.68
L2-intestine_up_vs_L2-reference	WBGene00010925	M153.2	M153.2	8.45	3.99	0	0	0.59	2.27
L2-intestine_up_vs_L2-reference	WBGene00007506	C10C5.2	C10C5.2	8.56	3.99	0	0	0.58	3.15
L2-intestine_up_vs_L2-reference	WBGene00007726	C25F9.6	C25F9.6	7.94	3.99	0	0	0.58	3.08
L2-intestine_up_vs_L2-reference	WBGene00017257	F08F1.3	F08F1.3	8.04	3.98	0	0	0.54	2.29
L2-intestine_up_vs_L2-reference	WBGene00020774	T24E12.5	T24E12.5	8.57	3.98	0	0	0.53	2.69
L2-intestine_up_vs_L2-reference	WBGene00009443	F35G12.7	F35G12.7	8.34	3.97	0	0	0.53	2.28
L2-intestine_up_vs_L2-reference	WBGene00013838	ZC47.5	fbxa-31	7.53	3.97	0	0	0.52	2.18
L2-intestine_up_vs_L2-reference	WBGene00017971	F32A5.8	F32A5.8	8.47	3.97	0	0	0.51	2.5
L2-intestine_up_vs_L2-reference	WBGene00009429	F35E12.5	F35E12.5	8.77	3.96	0	0	0.49	3.75
L2-intestine_up_vs_L2-reference	WBGene00001252	C39B10.6	elt-4	7.45	3.96	0	0	0.49	3.15
L2-intestine_up_vs_L2-reference	WBGene00009741	F45H10.4	drr-1	8.75	3.96	0	0	0.47	2.69
L2-intestine_up_vs_L2-reference	WBGene00017881	F28A12.4	F28A12.4	8.65	3.96	0	0	0.47	2.11
L2-intestine_up_vs_L2-reference	WBGene00012683	Y39B6A.24	Y39B6A.24	8.16	3.95	0	0	0.47	2.03
L2-intestine_up_vs_L2-reference	WBGene00008486	F01D4.2	ugt-44	8.83	3.95	0	0	0.47	2.16
L2-intestine_up_vs_L2-reference	WBGene00002116	W09C5.4	ins-33	8.27	3.95	0	0	0.46	2.67
L2-intestine_up_vs_L2-reference	WBGene00045052	K12C11.6	K12C11.6	8.26	3.95	0	0	0.45	2.64
L2-intestine_up_vs_L2-reference	WBGene00011353	T01H8.2	T01H8.2	9.3	3.95	0	0	0.45	2.01
L2-intestine_up_vs_L2-reference	WBGene00021397	Y38C1AA.6	Y38C1AA.6	8.1	3.94	0	0	0.43	2.07
L2-intestine_up_vs_L2-reference	WBGene00021070	W07B8.1	W07B8.1	8.45	3.94	0	0	0.42	2.41
L2-intestine_up_vs_L2-reference	WBGene00002137	R12E2.9	inx-15	9.81	3.94	0	0	0.42	2.34
L2-intestine_up_vs_L2-reference	WBGene00000159	F29G9.3	aps-1	10.52	3.94	0	0	0.41	2.42
L2-intestine_up_vs_L2-reference	WBGene00009981	F53F1.3	F53F1.3	9.08	3.94	0	0	0.41	3.32
L2-intestine_up_vs_L2-reference	WBGene00009266	F30A10.9	F30A10.9	9.76	3.94	0	0	0.41	2.85
L2-intestine_up_vs_L2-reference	WBGene00001156	Y105E8A.4	ech-7	9.63	3.93	0	0	0.39	2.49
L2-intestine_up_vs_L2-reference	WBGene00014057	ZK673.1	ZK673.1	9.68	3.93	0	0	0.38	3.2
L2-intestine_up_vs_L2-reference	WBGene00018731	F53A9.8	F53A9.8	10.19	3.93	0	0	0.38	2.51
L2-intestine_up_vs_L2-reference	WBGene00011801	T16G1.7	T16G1.7	8.75	3.92	0	0	0.36	2.82
L2-intestine_up_vs_L2-reference	WBGene00020101	R148.2	R148.2	9.19	3.92	0	0	0.36	2.35
L2-intestine_up_vs_L2-reference	WBGene00017515	F16F9.4	F16F9.4	9.22	3.92	0	0	0.34	2.6
L2-intestine_up_vs_L2-reference	WBGene00019213	H20E11.1	H20E11.1	8.43	3.92	0	0	0.34	2.95
L2-intestine_up_vs_L2-reference	WBGene00017905	F28F5.6	F28F5.6	9.04	3.91	0	0	0.33	2.3
L2-intestine_up_vs_L2-reference	WBGene00013839	ZC47.6	fbxa-32	7.8	3.91	0	0	0.33	2.38
L2-intestine_up_vs_L2-reference	WBGene00021215	Y18H1A.11	Y18H1A.11	8.46	3.9	0	0.01	0.31	2.21
L2-intestine_up_vs_L2-reference	WBGene00010637	K07F5.12	K07F5.12	8.85	3.9	0	0.01	0.3	2.72
L2-intestine_up_vs_L2-reference	WBGene00007422	C08B6.1	ugt-17	7.99	3.9	0	0.01	0.3	2.09
L2-intestine_up_vs_L2-reference	WBGene00016865	C52B9.2	C52B9.2	8.89	3.9	0	0.01	0.3	2.39
L2-intestine_up_vs_L2-reference	WBGene00011205	R10E4.9	R10E4.9	9.2	3.9	0	0.01	0.29	2.6
L2-intestine_up_vs_L2-reference	WBGene00007867	C32H11.4	C32H11.4	8.93	3.9	0	0.01	0.28	3.83
L2-intestine_up_vs_L2-reference	WBGene00018803	F54D10.2	fbxa-24	9.04	3.89	0	0.01	0.28	2.95
L2-intestine_up_vs_L2-reference	WBGene00044527	Y39H10B.2	Y39H10B.2	9.28	3.89	0	0.01	0.27	2.41
L2-intestine_up_vs_L2-reference	WBGene00023483	Y75B8A.39	Y75B8A.39	8.08	3.89	0	0.01	0.27	3.36
L2-intestine_up_vs_L2-reference	WBGene00011926	T22C8.5	sptf-2	8.64	3.89	0	0.01	0.26	2.22
L2-intestine_up_vs_L2-reference	WBGene00077684	Y26D4A.21	Y26D4A.21	8.22	3.88	0	0.01	0.23	3.63
L2-intestine_up_vs_L2-reference	WBGene00017487	F15E6.6	F15E6.6	8.94	3.88	0	0.01	0.23	2.03
L2-intestine_up_vs_L2-reference	WBGene00012890	Y45F10D.11	lact-9	9.26	3.88	0	0.01	0.23	2.33
L2-intestine_up_vs_L2-reference	WBGene00010328	F59C6.11	F59C6.11	8.37	3.87	0	0.01	0.21	2.56
L2-intestine_up_vs_L2-reference	WBGene00003091	Y22F5A.5	lys-2	9.46	3.87	0	0.01	0.2	2.37
L2-intestine_up_vs_L2-reference	WBGene00021910	Y55B1BM.1	stim-1	9.93	3.87	0	0.01	0.19	2.11
L2-intestine_up_vs_L2-reference	WBGene00019373	K04A8.1	K04A8.1	8.3	3.86	0	0.01	0.18	2.06
L2-intestine_up_vs_L2-reference	WBGene00012781	Y43C5A.1	nspd-7	8.76	3.86	0	0.01	0.17	2.34
L2-intestine_up_vs_L2-reference	WBGene00008246	C50H2.13	C50H2.13	8.68	3.86	0	0.01	0.16	3.32
L2-intestine_up_vs_L2-reference	WBGene00013197	Y54E5A.1	Y54E5A.1	9.47	3.86	0	0.01	0.16	2.38
L2-intestine_up_vs_L2-reference	WBGene00015389	C03F11.3	C03F11.3	9.57	3.86	0	0.01	0.15	2.24
L2-intestine_up_vs_L2-reference	WBGene00021517	Y41D4B.15	Y41D4B.15	7.51	3.85	0	0.01	0.15	2.2
L2-intestine_up_vs_L2-reference	WBGene00011800	T16G1.6	T16G1.6	8.62	3.85	0	0.01	0.15	2.69
L2-intestine_up_vs_L2-reference	WBGene00004024	Y75B8A.1	php-3	9	3.84	0	0.01	0.11	2.11
L2-intestine_up_vs_L2-reference	WBGene00004810	Y60A3A.18	skr-4	8.94	3.84	0	0.01	0.11	2.51
L2-intestine_up_vs_L2-reference	WBGene00022736	ZK418.7	ZK418.7	8.59	3.83	0	0.01	0.08	2.38
L2-intestine_up_vs_L2-reference	WBGene00008954	F19C6.5	F19C6.5	8.14	3.83	0	0.01	0.08	2.84
L2-intestine_up_vs_L2-reference	WBGene00009431	F35E12.7	dct-17	8.49	3.83	0	0.01	0.07	2.34
L2-intestine_up_vs_L2-reference	WBGene00002138	R12E2.5	inx-16	9.24	3.82	0	0.01	0.04	2.43
L2-intestine_up_vs_L2-reference	WBGene00006627	C02F5.8	tsp-1	8.89	3.81	0	0.01	0.02	2.85
L2-intestine_up_vs_L2-reference	WBGene00018602	F48D6.4	F48D6.4	9.64	3.81	0	0.01	0	2.92
